Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-03-22,23376.4,23586.1,22765.2,23581.9,405785540
2009-03-29,23877.4,25717.4,23855.8,24813,674155771
2009-04-05,24351.5,26637.2,23691.9,26152,856251708
2009-04-12,26574.7,28017.8,25850,28017.8,631527915
2009-04-19,27736.6,28646.5,27389,27390.5,693111869
2009-04-26,27468.7,28322,26420.2,28319.9,621938101
2009-05-03,27968.1,29039.4,27143.9,29018.6,427219196
2009-05-10,29441.6,30495.6,29375.4,29698.4,892900933
2009-05-17,29753.3,30449.2,28971.2,29424.4,493764409
2009-05-24,29364.5,30758.7,29242.6,29399.6,564511210
2009-05-31,29593.6,29969.2,28812.2,29322.7,442711556
2009-06-07,29904.7,31974.5,29872.2,31399,463020991
2009-06-14,31277,32362.7,30813.4,32362.7,287029099
2009-06-21,32237.8,32327.5,30752.5,31556.2,494573146
2009-06-28,31465.8,31465.8,29556.1,30262.5,401213954
2009-07-05,30095.4,30942.1,30001.8,30105.1,394984705
2009-07-12,29914.2,30149.8,29523.8,29611.5,712224060
2009-07-19,29395.4,31922.7,29210,31544.7,433485271
2009-07-26,31936.7,34311.5,31933.3,33997.1,447158958
2009-08-02,34475.4,35555.8,33399.3,35261.9,480716549
2009-08-09,35359.1,35965.2,34545.1,35422.9,479062350
2009-08-16,35674,36620.6,34613.4,35811.3,477836830
2009-08-23,35268.2,37924.3,34785.3,37915.4,409091932
2009-08-30,38271.7,39185.4,37837.4,38232.1,524497525
2009-09-06,38068.9,38269.8,35692.9,36191.6,486744457
2009-09-13,36785.9,38057.9,36608.4,36649.3,489996697
2009-09-20,36240,37162.6,35748.2,36870.4,426552162
2009-09-27,36966.3,38838.2,36641.1,38214.6,652448831
2009-10-04,38246.6,38462.8,37045.6,37045.6,410168494
2009-10-11,37256.5,38322,36934.5,38017,306648247
2009-10-18,38212.2,39305.6,37771.8,38470.3,468458788
2009-10-25,38673.7,40298.5,38673.7,40262.9,363915019
2009-11-01,40119.6,40234.3,37875.7,38427.6,379100934
2009-11-08,38027.8,38987.6,37383.9,38524.6,319173276
2009-11-15,38935.6,40229.4,38900.1,39782.5,334953189
2009-11-22,40395.1,40912.9,39070.5,39574.2,542558283
2009-11-29,39909.7,40398.7,38081.7,39083.1,407100812
2009-12-06,39444.9,40882.1,39213.7,40852.9,296405882
2009-12-13,40669.3,40730.1,39126.6,39463.1,270410137
2009-12-20,39873.1,40009.1,39265.7,39399.5,298912287
2009-12-27,39352.3,39876.2,39330.2,39686.2,208700195
2010-01-03,40025.1,40313.2,39904.7,39986,236595619
2010-01-10,40156.1,41242,40156.1,40921.9,349536812
2010-01-17,41223.1,41353.1,40731.3,40990.5,401883757
2010-01-24,41029.2,41725.2,40323.8,40467.2,501283326
2010-01-31,40410.4,40593,39634.3,40058.3,293236973
2010-02-07,39828.6,40226.3,37448.8,37502.9,325085008
2010-02-14,37746.6,38174,37038.9,37933,530557805
2010-02-21,38088.4,38972.5,37979.8,38650,381472811
2010-02-28,39065.6,39104.7,37796.3,38708.6,363086084
2010-03-07,38937.6,40391.6,38702.2,40354.3,554481757
2010-03-14,40593.2,41547.1,40213.1,41253.6,580156227
2010-03-21,41247.3,42305.8,40829.6,41611.7,1027860905
2010-03-28,41641.2,42620.6,41193.9,42395.5,523529317
2010-04-04,42471.7,43151.3,42301.8,43151.3,324025979
2010-04-11,43313.1,43562,42603.3,43262.2,342728228
2010-04-18,43095.6,44302.5,43095.6,43912.6,511797468
2010-04-25,43175.6,43839.4,42359.4,42810,428511500
2010-05-02,43249.2,43700.4,42131.9,43295.2,292535437
2010-05-09,43527.9,43533.8,39896.8,39923.6,329822293
2010-05-16,40947.7,42390.1,40940.1,41075.4,468373793
2010-05-23,40754.3,41740.8,38900.2,39580.6,530025943
2010-05-30,39939.8,41409.2,38924.7,41409.2,500297263
2010-06-06,41286,41530.1,40198.9,40451.2,297194053
2010-06-13,39988,40869.8,39704.6,40635.6,315237621
2010-06-20,40815.7,41425.1,40437,40761.7,463839503
2010-06-27,41155.4,41266.7,39984.5,40376.8,366843911
2010-07-04,40426.5,40541,39003.9,39805.4,322823944
2010-07-11,39860.2,40605.7,39640,40392.1,301539914
2010-07-18,40388.6,41505.1,40335.8,41060.8,372415271
2010-07-25,40875.7,42385.1,40716.1,42292.1,411244072
2010-08-01,42534.9,42878.7,42145.7,42464.7,419967053
2010-08-08,42689.3,43669.05,42675.6,43421.3,469473693
2010-08-15,43452.1,43576.5,42019.62,42167.93,365279661
2010-08-22,42323.38,42852.39,41994.62,42202.91,255363327
2010-08-29,42275.14,42659.62,41438.11,42083.62,286839282
2010-09-05,42220.44,42979.13,41451.23,42944.94,446969143
2010-09-12,42921.81,43875.18,42838.59,43671.28,454477348
2010-09-19,44212.66,44364.5,44020.43,44145.24,461869762
2010-09-26,44187.75,45133.77,44154.27,45133.77,408724805
2010-10-03,45227.75,45322.5,44572.78,45225.58,550728621
2010-10-10,45231.04,46238.49,45035.39,45227.66,496086639
2010-10-17,45404.68,46440.96,45181.64,45806.33,438361456
2010-10-24,45741.98,45991.67,45074.58,45729.01,502730557
2010-10-31,45952.23,46263.25,45512.27,46229.6,497914726
2010-11-07,46334.42,47315.28,46315.6,47232.31,351302755
2010-11-14,47323.22,47738.65,46630.01,47493.93,332556915
2010-11-21,47455.78,47455.78,45740.17,46005.8,759253513
2010-11-28,46090.89,46164.16,45215.55,45641.9,396921745
2010-12-05,45660.92,46868.43,45167.16,46868.43,356210778
2010-12-12,46969.17,47770.43,46720.16,47510.17,380733139
2010-12-19,47639.72,47892.91,47321.1,47651.54,512250442
2010-12-26,47623.66,47816.9,47229.16,47718.8,292533732
2011-01-02,47765.26,47911.57,47420.9,47489.91,287923139
2011-01-09,47649.12,48093.34,46587.56,46850.41,138457219
2011-01-16,46768.21,47503.1,46148.55,47258.66,328307800
2011-01-23,47232.83,48531.41,47230.2,47641.43,371636618
2011-01-30,47688.87,47763.25,47033.31,47223.01,362744648
2011-02-06,46864.89,48088.98,46498.13,47796.39,742914214
2011-02-13,47977.85,48177.49,47139.45,47547.85,528147175
2011-02-20,47781.06,47823.13,46300.5,46761.43,379638683
2011-02-27,46877.9,46965.29,46382.2,46874.11,371788321
2011-03-06,46920.06,48532.09,46757.71,48295.76,536259405
2011-03-13,48338.47,48714.46,47432,47689.93,454328432
2011-03-20,47566.58,48018.78,46712.51,48010.91,531423270
2011-03-27,48182.85,48626.25,47759.62,48626.25,408820828
2011-04-03,48547.8,49503.34,48471.1,49503.34,458138607
2011-04-10,49487.67,50501.79,49437.84,49986.15,508764371
2011-04-17,50118.17,50174.38,49549.02,50016.31,506644921
2011-04-24,50017.99,50294.47,49193.91,49966.31,397323264
2011-05-01,49918.31,50259.66,49806.42,50008.98,517948640
2011-05-08,50097.45,50134.02,49040.37,49321.53,464823286
2011-05-15,49431,49437.37,48459.77,48677.61,559610163
2011-05-22,48540.86,49212.05,48286.43,48858.84,501626481
2011-05-29,48486.49,49575.71,48155.21,49425.67,528826506
2011-06-05,49567.44,50164.33,49396.93,49638.88,644977576
2011-06-12,49628.4,49841.18,49019.74,49077.61,477040423
2011-06-19,49070.32,49481.52,48993.16,49353.4,400932824
2011-06-26,49130.97,49169.81,48195.88,48394.02,315674793
2011-07-03,48236.15,48744.76,47575.55,48551.19,381162269
2011-07-10,48755.51,49093.63,48125.16,48700.58,419058717
2011-07-17,48561.93,48577.99,47138.45,47785.85,341460425
2011-07-24,47488.46,47516.96,46355.11,47501.78,400183419
2011-07-31,47243.56,47430.35,46345.68,47152.63,357922895
2011-08-07,47389.29,47508.78,40758.42,42011.33,627229495
2011-08-14,41129.59,42147.3,36252.38,39910.95,1128937417
2011-08-21,40298.41,41326.92,37309.72,38749.61,657393977
2011-08-28,38656.29,40116.82,38656.29,39774,418069335
2011-09-04,40040.7,42222.91,39884.17,40544.28,604857533
2011-09-11,39729.4,40732.76,38708.57,38708.57,523882710
2011-09-18,37969.75,39453.25,37051.55,39254.5,754239573
2011-09-25,38683.97,39564.47,35348.98,36549.47,802350380
2011-10-02,35921.43,38679.64,35761.42,38268.75,599425526
2011-10-09,37377.43,38401.34,36224.64,38174.89,608395600
2011-10-16,38490.02,40407.67,38244.53,40026.63,900193901
2011-10-23,40345.01,40576.77,38835.92,40054.41,587104316
2011-10-30,40412.88,41943.65,40288.44,41686.02,937683290
2011-11-06,41446.23,41669.89,40083.42,40909.81,681305677
2011-11-13,40731.06,41651.6,39540.71,39853.18,677801166
2011-11-20,40776.28,40865.03,39106.23,39106.23,549245069
2011-11-27,38970.81,38970.81,36971,37601.56,900327992
2011-12-04,37960.11,39686.75,37708.25,39144.14,758080311
2011-12-11,39409.36,39780.13,37942.32,38637.17,641864077
2011-12-18,38518.04,38556.4,36964.61,37001.49,585649479
2011-12-25,36966.63,37788.74,36539.93,37788.65,464378262
2012-01-01,37798.53,37850.42,37303.01,37595.44,304122636
2012-01-08,37716.67,38482.91,37452.95,37739.39,638377914
2012-01-15,37816.69,38413.19,37329.42,37991.91,590056459
2012-01-22,37804.17,39518.87,37762.47,39518.87,679494515
2012-01-29,39530.33,40784,39377.82,40467.92,654519663
2012-02-05,40388.46,41979.59,40155.74,41732.3,1927209383
2012-02-12,41729.48,42309.72,41181.13,41219.43,976475418
2012-02-19,41496.6,42161.4,41307.89,42161.4,719984509
2012-02-26,42318.87,42438.54,41258.14,41499.43,781318915
2012-03-04,41503.39,41919.92,41132.71,41639.72,687920995
2012-03-11,41444.68,41511.29,40273.28,41236.46,698297297
2012-03-18,41283.57,42400.46,41113.3,42209.33,704934864
2012-03-25,42189.62,42189.62,40624.02,41209.99,738452735
2012-04-01,41192.56,41985.97,40970.62,41267.16,431107931
2012-04-08,41285.62,41678.83,40484.84,40802.41,341419273
2012-04-15,40666.38,41066.36,39961.92,40668.71,397711778
2012-04-22,40570.17,40939.47,39965.81,40141.26,522853993
2012-04-29,39960.85,40248.63,38908.58,40248.63,567842365
2012-05-06,40304.34,40434.21,39800.18,39888,171657573
2012-05-13,39399.63,39910.14,38949.16,39278.24,463016587
2012-05-20,39092.87,39092.87,36820.19,37255.68,633193848
2012-05-27,37490.34,38010.69,36483.38,36860.67,431985753
2012-06-03,37100,37793.58,37000.92,37312.07,522111485
2012-06-10,37209.6,38527.19,36653.28,38526.59,518531925
2012-06-17,38754.03,39905.78,38696.34,39738.57,497491289
2012-06-24,40122,40687.59,39611.85,40187.43,531999944
2012-07-01,40025.63,40810.88,39728.44,40810.88,382524477
2012-07-08,40795.17,41217.07,40511.72,40792.66,568000524
2012-07-15,40661.98,40733.8,39714.42,40301.29,472324348
2012-07-22,40338.82,40545.64,40066.82,40148.15,585318414
2012-07-29,39702.1,39952.92,38810.22,39935.82,436547286
2012-08-05,40003.99,40668.01,39792.44,40594.36,369329347
2012-08-12,40682.4,42050.7,40646,41878.23,312063479
2012-08-19,41755.38,42521.16,41687.06,41940.79,227365694
2012-08-26,41957.86,42242.97,41606.4,41852.69,497109687
2012-09-02,41797.03,41979.3,41016.98,41573.57,370032783
2012-09-09,41629.19,42616.64,41394.2,42503.57,332090300
2012-09-16,42543.6,44140.45,42525.49,44089.49,421608039
2012-09-23,43986.27,44217.32,43573.87,43701.32,625227811
2012-09-30,43680.02,43872.45,43293.99,43739.81,684504980
2012-10-07,43631.67,44524.65,43544.47,44524.65,783618099
2012-10-14,44380.07,44445.19,43809.05,43988.28,841737746
2012-10-21,43938.68,44617.35,43759.43,43759.43,1078175838
2012-10-28,43810.2,43949.16,43005.98,43264.17,689977255
2012-11-04,43166.61,43581.92,43103.08,43581.92,387329186
2012-11-11,43347.73,43719.96,42930.77,43210.47,478028783
2012-11-18,43150.53,44007.79,43150.53,43772.6,630278416
2012-11-25,43938.05,44442.08,43937.39,44436.63,403310758
2012-12-02,44504.6,45014.74,44346.31,45014.74,461612432
2012-12-09,44985.99,46019.97,44971.25,45538.45,539305470
2012-12-16,45547.98,46912.94,45503.39,46912.94,470682652
2012-12-23,46886.86,47920.75,46769.13,47479.87,734261269
2012-12-30,47473.85,47941.82,47416.53,47460.59,241450900
2013-01-06,47961.62,48222.72,47762.85,47888.16,375370998
2013-01-13,47902.07,47922.79,47183.42,47440.8,450667536
2013-01-20,47611.81,47932.2,46862.55,47813.69,750473873
2013-01-27,47807.12,48089.11,47449.45,47613.95,655576273
2013-02-03,47529.91,47567.85,46697.05,46945.58,853885799
2013-02-10,47197.86,47296.06,46122.83,46741.54,441662209
2013-02-17,46851.89,46971.98,45969.44,46370.13,705241291
2013-02-24,46493.2,46728.06,45420.61,45948.12,476034350
2013-03-03,46012.95,46457.18,45761.19,46341.14,486259642
2013-03-10,46200.8,47277.75,46038.7,47074.39,532876977
2013-03-17,47152.59,47519.43,46765.82,47125.93,622576301
2013-03-24,46696.35,46761.16,45066.18,45066.18,496451536
2013-03-31,45519.57,45600.38,44428.75,45147.57,500525316
2013-04-07,45239.35,45304.74,44319.26,44597.66,588324866
2013-04-14,44926.19,45688.49,44582.08,45525.92,696561510
2013-04-21,45358.09,45490.16,43141.71,43447.75,437069503
2013-04-28,43546.36,43791.36,42842.07,43665.21,992221566
2013-05-05,43834.9,44312.36,43507.54,43991.51,506491086
2013-05-12,44248.91,45267.72,44102.6,44895.35,360293264
2013-05-19,44886.6,46197.82,44865.89,46078.68,422668018
2013-05-26,46213.82,46527.02,45167.72,46145.44,462556387
2013-06-02,46332.11,47841.39,46332.11,47806.34,488476483
2013-06-09,47398.14,48431.46,47084.75,48209.65,466292615
2013-06-16,48291.74,48572.75,47890.62,48273.42,486766182
2013-06-23,48358.85,48375.31,44497.43,44732.92,632911572
2013-06-30,44782.24,45187.4,43329.16,44747.79,440265620
2013-07-07,44759.97,45766.72,44577.75,45110.89,587754653
2013-07-14,45190.41,46189.6,44099.12,46150.78,282224304
2013-07-21,46115.63,46432.6,45860,46399.74,325537988
2013-07-28,46478.98,46903.79,46251.22,46258.91,255777344
2013-08-04,46313.53,48424.67,46155.96,48325.33,337442460
2013-08-11,48436.26,49162.29,47708.32,49125.36,343251943
2013-08-18,49154.84,50359.55,48982.65,49976.48,362427873
2013-08-25,50018.45,50086.52,49032.18,49895.1,514205002
2013-09-01,50107.3,50257.98,48307.58,48871.98,429942359
2013-09-08,49250.57,49399.47,45017.11,46717.04,706799099
2013-09-15,47096.14,49771.55,46944.08,49348.61,540960280
2013-09-22,49871.66,50484.96,48862.18,50308.19,626323344
2013-09-29,50182.15,51149.71,49776.84,50819.81,507949411
2013-10-06,50503.7,51096.21,50087.47,50601.24,558203452
2013-10-13,50453.02,52332.04,49899.25,52230.47,504361456
2013-10-20,52072.73,53345.22,51859.92,52587.24,609235205
2013-10-27,52746.85,54064.71,52746.85,53887.13,465688538
2013-11-03,54194.89,54725.86,53573.65,53607.86,456270672
2013-11-10,53886.25,54261.48,53106.62,53305.36,455604593
2013-11-17,53430.78,53970.47,52554.81,53896.03,362971931
2013-11-24,54058.62,55146.76,54046.33,54834.12,572766140
2013-12-01,55281.87,55384.83,54305.26,54704.89,478574489
2013-12-08,54627.26,54790.24,52513.14,52727.52,457055131
2013-12-15,53113.49,53186.73,51443.27,51761.82,485672614
2013-12-22,51676.28,51808.53,50409.52,51097.75,508275704
2013-12-29,51434.96,51572.99,51248.2,51267.29,126671530
2014-01-05,51346.22,51878.73,51168.36,51497.81,167807718
2014-01-12,51213.21,51213.21,49320.57,49796.5,456031419
2014-01-19,49943.58,51526.78,49927.54,50925.12,511005817
2014-01-26,50879.23,52074.67,50593.45,50593.45,644449491
2014-02-02,50188.76,50998.76,49577.02,50831.61,584264890
2014-02-09,50934.2,52201.64,50494.52,52137.9,530690348
2014-02-16,52151.22,53470.08,51947.42,53397.03,502115875
2014-02-23,53472.46,53666.69,52833.59,53400.11,598764659
2014-03-02,53435.92,54075.89,52643.03,53811.3,559070947
2014-03-09,51739.27,52697.98,51005.81,51954.46,876968499
2014-03-16,51651.2,51719.75,48765.47,49520.84,616143688
2014-03-23,49644.42,51048.02,49644.42,50555.93,473784763
2014-03-30,50782.91,51998.97,50325.36,51831.67,280939605
2014-04-06,52056,52871.2,52027.18,52660.68,243154959
2014-04-13,52296.7,52809.47,52044.98,52389.75,259613930
2014-04-20,52093.58,52094.01,50913.63,51510.98,151377304
2014-04-27,51538.92,52233.15,51397.45,51497.7,161227517
2014-05-04,51486.41,52036.79,51481.91,51782.38,134502925
2014-05-11,51737.55,51774.35,50258.57,50451.79,199170543
2014-05-18,50468.1,51448.51,50334.32,50858.58,231859237
2014-05-25,50975.91,52600.94,50842.13,52413.38,225929133
2014-06-01,52631.62,52754.81,52066.97,52066.97,386979091
2014-06-08,52193.82,53233.18,52031.15,53233.18,231086716
2014-06-15,53334.47,53436.07,52663.32,52759.01,176371580
2014-06-22,52340.11,53127.28,52197.93,52923.26,171233709
2014-06-29,52974.05,53156.01,51649.04,51713.44,191714669
2014-07-06,51909.99,51980.27,50673.19,50995.56,211507317
2014-07-13,51046.61,51457.49,50178.48,51085.89,163446295
2014-07-20,51287.39,51632.74,51065.61,51315.91,163656164
2014-07-27,51367.4,51711.21,51014.31,51608.79,144560561
2014-08-03,51618.75,51787.37,49625.7,50390.94,194128994
2014-08-10,50595.24,51229.53,49321.83,49593.68,180890831
2014-08-17,49944.53,51512.57,49896.34,51512.57,132904980
2014-08-24,51523.08,52450.2,51491.48,52143.1,185226962
2014-08-31,52309.88,53008,51639.48,51868.77,178120485
2014-09-07,52068.19,54518.93,52068.19,54412.52,232975299
2014-09-14,54492.16,54735.23,54020.24,54021.81,259974956
2014-09-21,53945.33,55687.59,53942.49,55636.77,286864722
2014-09-28,55421.61,55586.22,54121.83,54574.21,232647993
2014-10-05,54623.21,54981.88,53498.77,53754.63,210259560
2014-10-12,54018.54,54240.97,52697.16,52734.24,194775259
2014-10-19,52706.19,53065.61,51849.26,52662.9,280947221
2014-10-26,52862.05,53600.16,52336.68,53320.13,207521518
2014-11-02,53603.66,54029.73,53211.82,53949.58,177575594
2014-11-09,53922.18,54145.86,53234.87,53254.04,168310499
2014-11-16,53325.05,53329.43,52663.34,53176.98,143360932
2014-11-23,53085.42,53428.98,52775.27,53215.87,192998889
2014-11-30,53324.85,53569.71,52919.32,53247.07,189972685
2014-12-07,53050.26,54030.53,52962.86,53652.58,167637550
2014-12-14,53739.23,53821.25,52265.24,52265.24,192953999
2014-12-21,52232.99,52377.41,50182.53,51297.12,410171866
2014-12-28,51281.28,51670.76,51230.19,51511.68,78024661
2015-01-04,51602.65,51649.72,51013.74,51378,88237947
2015-01-11,51309.21,52393.37,50516.71,52065.88,161196219
2015-01-18,52057.14,52585.44,49943.11,50300.33,273420719
2015-01-25,50399.96,51771.22,49931.45,51680.12,208837119
2015-02-01,51436.13,52205.74,51246.21,52102.39,228865054
2015-02-08,52197.7,52417.42,51595.99,52417.42,215821100
2015-02-15,52323.15,52368.83,51859.13,52368.83,194515731
2015-02-22,52428.1,52834.2,52422.22,52566.43,174450101
2015-03-01,52765.52,53304.77,52620.83,53304.21,217515745
2015-03-08,53392.85,53678.33,52499.33,53381.8,228863475
2015-03-15,53301.97,53592.26,52610.73,52740.67,190343105
2015-03-22,52819.27,54477.36,52724.2,54477.36,251641824
2015-03-29,54552.26,54564.54,53546.29,53607.28,210835556
2015-04-05,53798.77,54200.26,53798.77,54179.04,174205539
2015-04-12,54295.49,55243.48,54290.71,55026.26,199483869
2015-04-19,55039.68,56311.48,54776.12,55459.57,213561241
2015-04-26,55593.17,56666.79,55593.17,56518.96,202807683
2015-05-03,56584.16,57192.85,56352.35,56477.69,172070990
2015-05-10,56759.18,57460.44,56312.81,57379.45,225128900
2015-05-17,57308.83,57436.98,56775.13,56901.42,200560223
2015-05-24,57088.52,57244.95,56550.25,56828.92,177920513
2015-05-31,56401.76,56493.72,55498.11,55531.79,200402004
2015-06-07,55599.98,55761.48,54246.72,54278.69,133733739
2015-06-14,54301.82,54565.77,53576.17,53956.79,186767996
2015-06-21,53892.37,54191.73,52869.33,53039.35,185246854
2015-06-28,53380.27,54449.16,53380.27,53836.45,156126568
2015-07-05,51892.58,53671.33,51817.29,52764.91,165335234
2015-07-12,52121.44,52860.95,51240.77,52588.42,178464951
2015-07-19,52912.01,53687.9,52442.43,53428.96,166507031
2015-07-26,53389.56,53498.84,51438.32,51860.33,179465729
2015-08-02,51899.07,52750.94,51287.52,52750.94,226052790
2015-08-09,52653.31,53694.88,52271.23,52425.2,312603636
2015-08-16,52690.17,53202.42,52272.17,52566.45,249081498
2015-08-23,52597.98,52701.83,51833.51,51850.61,287097260
2015-08-30,50321.87,50972.44,48048.05,50972.44,344868610
2015-09-06,50890.28,51280.39,50135.97,50792.08,381875030
2015-09-13,51035.26,51681.05,50498.77,51519.45,293275819
2015-09-20,51375.3,51880.22,50966.57,51303.79,335302072
2015-09-27,51345.07,51592.2,49471.07,49935.09,270105477
2015-10-04,49888.37,50073.74,48612.63,49275.66,252719964
2015-10-11,49568.13,51749.79,49516.62,51710.74,317404150
2015-10-18,51837.74,51909.32,50971.94,51391.65,292751525
2015-10-25,51381.67,51594.67,50919.24,51157.09,238579137
2015-11-01,50787.47,51433.35,49992.51,50271.65,226644452
2015-11-08,50320.78,50776.76,49544.32,49599.29,239098246
2015-11-15,49671.72,49786.8,48656.31,48697.1,200501273
2015-11-22,48448.78,49533.78,48252.45,49434.43,257421931
2015-11-29,49219,49219,47603.61,47996.8,256824886
2015-12-06,47976.54,48267.19,45349.68,46537.67,350387171
2015-12-13,46820.74,46984.87,44220.32,44220.32,474265140
2015-12-20,44294.52,46087.02,43724.52,45996.81,326920233
2015-12-27,45942.02,46649.73,45875.28,46564.08,126945320
2016-01-03,46493.65,47182.23,46386.72,46467.38,134280974
2016-01-10,45701.18,45701.18,43586.89,43770.51,188565257
2016-01-17,43671.6,44905.71,43239.85,43719.53,334110037
2016-01-24,43155.99,43392.12,41747.01,43039.42,361149750
2016-01-31,43286.11,44290.05,42711.67,44290.05,304817698
2016-02-07,44257.2,44906.53,43427.62,44671.66,285049367
2016-02-14,44646.14,44700.02,43230.24,43849.4,223183025
2016-02-21,44314.5,46278.94,43971.05,45455.8,327159356
2016-02-28,45841.77,46272.05,45108.5,45770.44,232951186
2016-03-06,45605.45,46562.2,44843.16,46400.67,309191175
2016-03-13,46467.99,47267.12,46229.69,47182.13,266666383
2016-03-20,47427.54,48228.56,46829.51,48211.45,377362520
2016-03-27,48029.37,48306.62,47353.41,47778.01,219117451
2016-04-03,47885.22,49017.35,47835.98,48506.46,221169631
2016-04-10,48535.72,48815.8,47025.11,47556.03,205683978
2016-04-17,47556.88,48333.52,47076.84,48095.43,194691873
2016-04-24,47793.92,48847.22,47700.97,48446.39,268409921
2016-05-01,48365.58,48423.27,47212.65,47641.99,244265476
2016-05-08,47681.11,47954.08,46228.42,46663.67,152918567
2016-05-15,46790.7,46861.92,45933.17,46063.67,184640726
2016-05-22,46463.09,47143.86,45549.91,45784.76,206100351
2016-05-29,45801.86,46852.3,45618.02,46634.55,145044129
2016-06-05,46658.48,46713.89,44499.31,45523.93,232554940
2016-06-12,45741.08,46693.34,45251.85,45348.2,167633758
2016-06-19,44965.76,45142.43,43828.13,44606.86,227109088
2016-06-26,45001.12,46826.85,42812.99,44773.75,236304424
2016-07-03,44662.18,45028.11,44045.53,44754.05,253238319
2016-07-10,44316.43,44422.31,43534.02,44024.66,190528037
2016-07-17,44490.94,45660.97,44490.94,45540.6,220374980
2016-07-24,45741.46,46639.17,45713.13,46541.69,169507480
2016-07-31,46781.98,47069.57,46104.84,46171.72,210477639
2016-08-07,46328.4,47634.1,46052.49,47604.22,305941545
2016-08-14,47701.25,48776.53,47701.25,48631.44,208140393
2016-08-21,48605.94,48646.21,47489.01,47536.72,177169106
2016-08-28,47513.29,47751.24,47220.32,47456.36,259326396
2016-09-04,47371.62,48123.6,47121.34,47405.71,238278341
2016-09-11,47494.31,48636.67,47304.12,47326.14,236341459
2016-09-18,46904.26,47294.31,46321.24,47166.67,219386907
2016-09-25,47345.25,48154.88,47266.99,47865.78,246289485
2016-10-02,47641.42,47644.51,46930.43,47084.94,230517367
2016-10-09,47169.38,48141.42,47106.19,47762.81,216156755
2016-10-16,47929.53,48147.94,47285.64,47285.64,209192498
2016-10-23,47260.82,48138.27,47184.85,47931.14,233131409
2016-10-30,48034.72,49070.85,48034.72,49070.85,224085571
2016-11-06,49024.6,49331.67,47564.61,47610.85,183985589
2016-11-13,48179.18,49129.58,47208.3,48447.59,185024889
2016-11-20,48626.04,48626.04,46674.28,46910.91,240587050
2016-11-27,47147.41,48942.71,47021.01,48579.08,231977617
2016-12-04,48602.54,48770.26,48049.4,48474.03,283068912
2016-12-11,48732.15,51125.97,48709.2,50693.75,313166331
2016-12-18,50779.39,51380.01,50247.69,51115.26,298504566
2016-12-25,50943.74,51699.67,50617.18,51295.58,222759993
2017-01-01,51314.38,51921.03,51127.38,51754.03,128882678
2017-01-08,51743.43,52842.55,51608.44,52721.67,172693931
2017-01-15,52783.13,53989.49,52594.43,53498.26,284834384
2017-01-22,53421.67,53865.85,53276.06,53573.28,243363430
2017-01-29,53502.33,55929.47,53389.9,55657.7,305953292
2017-02-05,55651.36,55854.57,55008.13,55408.23,220377564
2017-02-12,55456.89,57435.24,55359.11,57385.03,304292696
2017-02-19,57658.42,58736.23,57497.37,57972.68,391353231
2017-02-26,58168.72,59844.93,58001.32,58657.32,295586127
2017-03-05,58751.19,60021.25,58170.94,59313.38,389585865
2017-03-12,59277.34,59434.57,57558.86,58316.11,426726284
2017-03-19,58549.24,60631.65,58479.54,60440.57,395745787
2017-03-26,60413.36,60511.03,58313.36,59069.56,339606780
2017-04-02,58397.48,59375.3,57911.31,57911.31,281366307
2017-04-09,58258.3,59498.05,58166.29,59287.92,244640017
2017-04-16,59321.52,59388.02,58295.12,58695.36,193870870
2017-04-23,58939.48,59991.53,58694.68,59285.57,252134815
2017-04-30,59915.05,62039.43,59765.38,61644.56,380538434
2017-05-07,61932.93,62666.49,61227.82,61831.4,167013629
2017-05-14,62001.06,62482.29,61422.04,61595.38,385274274
2017-05-21,61975.93,61975.93,59143.38,60739.95,290226939
2017-05-28,60923.81,61602.24,60155.31,60907.75,236665832
2017-06-04,60918.1,60983,59881.34,60754.42,239844000
2017-06-11,60768.63,61631.76,59859.02,61181.57,222429781
2017-06-18,61044.81,61113.58,60173.4,60481.07,158312215
2017-06-25,60833.96,61258.94,60389.37,60982.19,184400465
2017-07-02,61386.3,62096.24,60910.57,61018.36,193133689
2017-07-09,61126.43,61392.77,60645.26,60707.52,128121738
2017-07-16,61047.43,62127.72,60619.69,62127.72,183562069
2017-07-23,62342.01,62853.78,61936.46,61979.52,183366722
2017-07-30,61969.02,62428.92,61722.32,62366.5,200600743
2017-08-06,62329.92,63026.98,62126.24,62478.3,245056136
2017-08-13,62643.36,63351.24,62029.51,62206.45,377664573
2017-08-20,62487.01,62820.37,61675.81,62053.31,272980470
2017-08-27,62117.45,64285.57,61939.41,64135.52,404192496
2017-09-03,64202.62,65244.55,64026.15,65208.48,290493860
2017-09-10,64862.18,65611.21,64194.58,64306.53,238676253
2017-09-17,64496.56,65365.3,64434.74,64535.67,268691764
2017-09-24,64949.24,65100.09,63982.64,64397.32,247447669
2017-10-01,64380.73,64481.9,63498.26,64289.69,211947933
2017-10-08,64552.98,64851.05,63731.65,64456.06,220557288
2017-10-15,64530.3,66053.82,64427.37,65318.72,254266714
2017-10-22,65647.53,65679.23,63549.75,63719.57,215645462
2017-10-29,63760.49,64097.97,62968.85,64054.62,285951252
2017-11-05,64199.28,65050.67,64033.16,64214.11,172149418
2017-11-12,64407.62,65633.77,63415.6,63415.6,236386469
